Startup received!

I ,time,shin_cal_tot,shin_cal_gyr,shin_cal_acc,shin_cal_mag | foot_cal_tot,foot_cal_gyr,foot_cal_acc,foot_cal_mag | shin_qw,shin_qx,shin_qy,shin_qz | foot_qw,foot_qx,foot_qy,foot_qz | shin_ax,shin_ay,shin_az | foot_ax,foot_ay,foot_az
F ,time | val
L ,time | val
M ,time | potL_cur,potR_cur | potL_adj,potR_adj | targetPotL,targetPotR | motorCmdL,motorCmdR
LOG,time | msg
ERR,msg

LOG,97977 | Motors started.
I ,100454,3,3,1,3,0,3,1,0,0.3294,0.62,-0.4138,0.5794,-0.789,-0.0601,0.1226,-0.5989,9.71,-0.66,-1.08,2.5,-0.52,9.42
F ,100454,274
L ,100454,106
I ,100465,2,3,1,3,0,3,1,0,0.3294,0.62,-0.4138,0.5794,-0.789,-0.0601,0.1226,-0.5989,9.71,-0.67,-1.09,2.5,-0.5,9.43
F ,100465,275
L ,100465,106
L ,100467,106
I ,100485,2,3,1,3,0,3,1,0,0.3294,0.62,-0.4138,0.5794,-0.789,-0.0601,0.1226,-0.5989,9.69,-0.68,-2.52,-135.92,-258.53,-143.37
I ,100504,2,3,1,3,0,3,1,0,0.3294,0.62,-0.4138,0.5794,-0.789,-0.0601,0.1226,-0.5989,9.68,-0.67,-1.08,2.5,-0.51,9.43
F ,100504,275
L ,100504,106
F ,100525,275
L ,100525,106
F ,100545,276
L ,100545,106
I ,100565,2,3,1,3,0,3,1,0,0.3294,0.62,-0.4138,0.5794,-0.789,-0.0601,0.1226,-0.5989,9.68,-0.66,-1.11,2.5,-0.5,9.39
F ,100565,274
F ,100585,275
L ,100585,106
F ,100595,278
F ,100604,277
L ,100604,107
I ,100615,2,3,1,3,0,3,1,0,0.3294,0.62,-0.4138,0.5794,-0.789,-0.0601,0.1226,-0.5989,9.72,-0.56,-1.03,2.5,-0.5,9.39
F ,100615,274
L ,100615,10
L ,100617,107
I ,100625,2,3,1,3,0,3,1,0,0.3294,0.62,-0.4138,0.5794,-0.789,-0.0601,0.1226,-0.5989,9.65,-0.54,-1.0,2.46,-0.46,9.39
I ,100635,2,3,1,3,0,3,1,0,0.3294,0.62,-0.4138,0.5794,-0.789,-0.0601,0.1226,-0.5989,9.68,-0.52,-0.97,2.48,-0.51,9.36
F ,100635,274
L ,100635,107
I ,100645,2,3,1,3,0,3,1,0,0.3294,0.62,-0.4138,0.5794,-0.789,-0.0601,0.1226,-0.5989,9.65,-0.54,-0.98,2.5,-0.51,9.36
F ,100645,278
L ,100645,106
I ,100654,2,3,1,3,0,3,1,0,0.3294,0.62,-0.4138,0.5794,-0.789,-0.0599,0.1227,-0.5989,9.68,-0.57,-1.0,2.44,-0.51,9.39
F ,100654,277
L ,100654,106
I ,100675,2,3,1,3,0,3,1,0,0.3294,0.6199,-0.4138,0.5794,-0.789,-0.0598,0.1228,-0.5989,9.68,-0.79,-1.1,2.49,-0.57,9.42
F ,100675,399
F ,100685,275
L ,100685,107
L ,100694,107
I ,100701,2,3,1,3,0,3,1,0,0.3295,0.6199,-0.414,0.5793,-0.789,-0.0595,0.1231,-0.5989,9.68,-0.88,-1.03,2.5,-1.86,81.92
L ,100701,106
I ,100715,2,3,1,3,0,3,1,0,0.3295,0.6199,-0.414,0.5793,-0.789,-0.0594,0.1231,-0.5989,9.69,-0.83,-1.11,2.49,-0.58,9.36
I ,100725,2,3,1,3,0,3,1,0,0.3295,0.6199,-0.414,0.5793,-0.789,-0.0593,0.1232,-0.5988,9.68,-0.75,-1.0,2.39,-0.56,9.28
F ,100725,270
L ,100725,106
I ,100735,2,3,1,3,0,3,1,0,0.3295,0.6199,-0.414,0.5793,-0.789,-0.0593,0.1232,-0.5988,9.94,-0.85,-1.19,2.66,-0.6,9.64
F ,100735,269
L ,100735,107
F ,100745,268
L ,100745,107
I ,100754,2,3,1,3,0,3,1,0,0.3296,0.6199,-0.4138,0.5792,-0.789,-0.0592,0.1234,-0.5988,9.63,-0.67,-1.08,2.53,-0.56,7.71
F ,100765,269
L ,100765,393
L ,100775,106
L ,100785,107
F ,100795,2633
F ,100804,266
L ,100804,106
I ,100815,2,3,1,3,0,3,1,0,0.3302,0.62,-0.4138,0.579,-0.789,-0.0591,0.1235,-0.5988,9.64,-1.0,-1.11,2.5,-0.62,9.39
F ,100835,262
L ,100845,106
I ,100853,2,3,1,3,0,3,1,0,0.3302,0.6203,-0.4132,0.579,-0.789,-0.0591,0.1235,-0.5988,9.67,-0.58,-1.12,2.5,-0.57,26.33
F ,100885,262
L ,100885,106
I ,100895,2,3,1,3,0,3,1,0,0.3308,0.6205,-0.4128,0.5788,-0.789,-0.0591,0.1235,-0.5988,9.71,-0.73,-1.19,2.5,-0.56,9.42
F ,100895,264
L ,100895,106
I ,100925,2,3,1,3,0,3,1,0,0.3312,0.6207,-0.4124,0.5787,-0.789,-0.0591,0.1235,-0.5988,9.69,-0.68,-1.09,2.5,-0.6,9.39
F ,100925,266
L ,100925,106
I ,100935,2,3,1,3,0,3,1,0,0.3314,0.6207,-0.4122,0.5786,-0.789,-0.0591,0.1235,-0.5988,9.69,-0.75,-1.14,2.51,-0.6,9.4
F ,100935,269
L ,100935,106
I ,100945,2,3,1,3,0,3,1,0,0.3317,0.6207,-0.4121,0.5785,-0.789,-0.0591,0.1235,-0.5988,9.69,-0.75,-1.14,2.49,-0.54,9.4
F ,100945,270
L ,100945,106
I ,100953,2,3,1,3,0,3,1,0,0.3319,0.6207,-0.4119,0.5785,-0.789,-0.0591,0.1235,-0.5988,9.69,-0.73,-1.1,2.5,-0.56,9.44
F ,100953,355
L ,100967,107
I ,100975,2,3,1,3,0,3,1,0,0.3323,0.6209,-0.4116,0.5784,-0.789,-0.0591,0.1235,-0.5988,9.71,-0.68,-1.14,2.46,-0.6,7.78
I ,100995,2,3,1,3,0,3,1,0,0.3327,0.6209,-0.4111,0.5784,-0.789,-0.0591,0.1235,-0.5988,9.69,-0.67,-1.1,2.5,-0.54,9.39
F ,100995,271
L ,100995,106
L ,100997,107
I ,101003,2,3,1,3,0,3,1,0,0.333,0.6209,-0.4108,0.5784,-0.789,-0.0591,0.1235,-0.5988,9.69,-0.56,-1.03,2.51,-0.56,9.43
F ,101003,271
F ,101013,272
L ,101013,106
F ,101025,270
L ,101025,106
I ,101035,2,3,1,3,0,3,1,0,0.3336,0.6211,-0.41,0.5785,-0.789,-0.0591,0.1235,-0.5988,9.68,-0.8,-1.01,2.5,-0.61,9.43
I ,101074,2,3,1,3,0,3,1,0,0.3347,0.6213,-0.4087,0.5785,-0.789,-0.0592,0.1234,-0.5988,9.75,-0.69,-1.0,2.44,-0.58,9.36
F ,101074,270
L ,101074,106
I ,101085,2,3,1,3,0,3,1,0,0.3349,0.6214,-0.4083,0.5786,-0.789,-0.0592,0.1234,-0.5988,9.71,-0.66,-1.03,2.46,-0.61,9.4
F ,101085,264
L ,101085,106
I ,101094,2,3,1,3,0,3,1,0,0.3351,0.6216,-0.4079,0.5786,-0.789,-0.0593,0.1233,-0.5988,9.8,-0.7,-1.11,2.49,-2.56,271.46
F ,101103,262
F ,101113,261
L ,101113,106
L ,101151,106
F ,101174,238
L ,101174,106
I ,101184,2,3,1,3,0,3,1,0,0.3357,0.6233,-0.4022,0.5804,-0.789,-0.0607,0.1232,-0.5988,9.76,-0.52,-0.86,2.5,-0.55,9.47
F ,101184,236
L ,101184,106
I ,101194,2,3,1,3,0,3,1,0,0.3359,0.6234,-0.4016,0.5806,-0.789,-0.061,0.1233,-0.5987,9.77,-0.31,-0.87,2.51,-0.51,9.44
F ,101194,256
F ,101123,3
I ,101225,2,3,1,3,0,3,1,0,0.3366,0.6238,-0.4002,0.5808,-0.789,-0.0621,0.1235,-0.5985,9.76,0.02,-1.36,2.6,-0.37,9.46
F ,101225,186
L ,101225,107
I ,101234,2,3,1,3,0,3,1,0,0.3369,0.6239,-0.3998,0.5808,-0.789,-0.0624,0.1235,-0.5984,9.76,0.02,-1.36,2.55,-0.37,9.42
F ,101234,171
L ,101234,106
I ,101244,2,3,1,3,0,3,1,0,0.3372,0.6238,-0.3995,0.5809,-0.7891,-0.0628,0.1237,-0.5983,9.75,0.07,-1.37,2.54,-0.47,9.42
F ,101244,164
L ,101244,107
I ,101263,2,3,1,3,0,3,1,0,0.3378,0.6237,-0.3989,0.5811,-0.7891,-0.0634,0.1239,-0.5982,10.06,0.0,-1.78,2.64,-0.51,9.56
F ,101264,144
L ,101264,106
I ,101275,2,3,1,3,0,3,1,0,0.338,0.6236,-0.3985,0.5812,-0.789,-0.0637,0.124,-0.5982,10.59,0.28,-2.16,2.47,-0.56,9.51
F ,101275,113
L ,101275,107
I ,101294,2,3,1,3,0,3,1,0,0.338,0.6232,-0.3976,0.5823,-0.789,-0.0649,0.1245,-0.5981,10.8,0.51,-2.25,2.54,-0.5,9.5
F ,101294,105
L ,101294,106
L ,101297,106
I ,101314,2,3,1,3,0,3,1,0,0.338,0.6223,-0.3964,0.5842,-0.7888,-0.0667,0.1253,-0.5979,10.06,0.63,-1.87,2.57,0.25,9.52
F ,101314,96
L ,101314,107
I ,101325,2,3,1,3,0,3,1,0,0.3381,0.6215,-0.3959,0.5853,-0.7888,-0.0676,0.1258,-0.5977,10.18,0.52,-1.54,2.51,-1.37,9.64
F ,101325,103
L ,101325,107
F ,101351,93
L ,101351,106
I ,101375,2,3,1,3,0,3,1,0,0.3395,0.6165,-0.394,0.591,-0.7873,-0.0749,0.13,-0.5979,9.61,1.42,-1.15,3.42,1.32,10.23
F ,101375,85
I ,101384,2,3,1,3,0,3,1,0,0.3398,0.6156,-0.3937,0.5919,-0.7868,-0.0755,0.131,-0.5983,9.38,1.46,-0.93,3.43,1.83,10.32
F ,101384,85
L ,101384,107
I ,101394,2,3,1,3,0,3,1,0,0.3403,0.6145,-0.3937,0.5927,-0.7862,-0.0752,0.1323,-0.5988,9.38,1.46,-0.93,3.43,1.83,10.32
F ,101394,86
L ,101394,106
I ,101401,2,3,1,3,0,3,1,0,0.3415,0.6132,-0.3943,0.5931,-0.7857,-0.0739,0.1338,-0.5993,9.28,1.1,-0.82,4.23,2.34,10.85
F ,101401,83
L ,101401,107
I ,101414,2,3,1,3,0,3,1,0,0.3431,0.6116,-0.3952,0.5932,-0.7852,-0.0708,0.1361,-0.5999,9.72,0.37,-1.22,4.76,2.73,11.46
F ,101414,84
L ,101414,107
I ,101425,2,3,1,3,0,3,1,0,0.3452,0.6101,-0.3964,0.5928,-0.7847,-0.0661,0.1387,-0.6004,8.85,0.02,-0.5,4.88,8.88,8.73
F ,101425,83
L ,101425,107
L ,101427,107
I ,101434,2,3,1,3,0,3,1,0,0.3474,0.6085,-0.3976,0.5923,-0.7855,-0.0625,0.1396,-0.5996,10.81,-0.05,-2.1,5.67,8.75,10.97
F ,101434,81
I ,101444,2,3,1,3,0,3,1,0,0.3497,0.6071,-0.3989,0.5914,-0.7877,-0.0621,0.1387,-0.5969,10.81,-0.05,-2.1,5.67,8.75,10.97
F ,101444,80
L ,101444,106
I ,101451,2,3,1,3,0,3,1,0,0.3525,0.6055,-0.4002,0.5905,-0.7912,-0.0637,0.1369,-0.5925,8.81,3.52,0.86,5.98,9.06,10.32
F ,101451,80
L ,101451,107
I ,101464,2,3,1,3,0,3,1,0,0.3565,0.6034,-0.4023,0.5889,-0.796,-0.0654,0.134,-0.5864,8.18,4.01,0.4,5.07,6.86,8.07
F ,101464,78
L ,101464,107
I ,101474,2,3,1,3,0,3,1,0,0.3612,0.6013,-0.4054,0.586,-0.8017,-0.0665,0.1314,-0.5792,9.05,4.05,0.43,5.07,4.28,7.44
F ,101474,78
L ,101474,107
I ,101484,2,3,1,3,0,3,1,0,0.3668,0.5988,-0.4094,0.5822,-0.8078,-0.0673,0.1295,-0.5709,8.78,2.85,-0.14,5.0,3.73,7.36
F ,101484,75
L ,101484,107
I ,101494,2,3,1,3,0,3,1,0,0.3732,0.596,-0.4146,0.5775,-0.8142,-0.0683,0.1278,-0.5621,8.78,2.85,-0.14,5.0,3.73,7.36
F ,101494,73
L ,101494,107
F ,101527,68
L ,101527,107
I ,101534,2,3,1,3,0,3,1,0,0.4012,0.5833,-0.439,0.5531,-0.8397,-0.0752,0.1236,-0.5233,9.26,0.74,-0.99,2.85,-0.43,9.0
F ,101544,71
L ,101544,10
L ,101601,107
F ,101614,18
I ,101651,2,3,1,3,0,3,1,0,0.4825,0.5314,-0.4968,0.4876,-0.9004,-0.0743,0.1148,-0.4128,10.47,0.09,-2.39,2.6,1.27,9.69
F ,101651,77
I ,101664,1,3,1,3,0,3,1,0,0.4936,0.5209,-0.505,0.4793,-0.9067,-0.0715,0.1132,-0.3997,9.94,-0.34,-0.7,3.97,81.92,197.22
I ,101674,1,3,1,3,0,3,1,0,0.5026,0.5122,-0.5108,0.4732,-0.9132,-0.0683,0.1114,-0.3857,9.5,-0.4,-0.75,4.3,-0.2,8.93
F ,101674,75
L ,101674,107
L ,101714,106
I ,101725,0,3,1,3,0,3,1,0,0.5485,0.4586,-0.5443,0.4387,-0.9458,-0.0463,0.1047,-0.3038,8.71,-2.13,-0.75,5.21,-3.06,7.05
F ,101725,79
L ,101725,107
I ,101735,0,3,1,3,0,3,1,0,0.5573,0.4464,-0.5515,0.431,-0.9515,-0.0408,0.1038,-0.2864,8.71,-2.58,-0.72,5.65,-3.85,7.21
F ,101735,78
L ,101735,106
L ,101744,105
L ,101751,106
L ,101757,107
I ,101764,0,3,1,3,0,3,1,0,0.5798,0.4114,-0.572,0.4089,-0.9656,-0.0247,0.1024,-0.2375,8.63,-3.21,-0.05,5.51,-4.48,6.61
F ,101764,78
I ,101775,0,3,1,3,0,3,1,0,0.5858,0.401,-0.578,0.4022,-0.9691,-0.02,0.1022,-0.2231,8.32,-4.17,-0.25,4.59,-6.51,6.67
F ,101775,76
L ,101775,107
I ,101785,0,3,1,3,0,3,1,0,0.5908,0.3916,-0.5836,0.3959,-0.9721,-0.016,0.1024,-0.2101,8.35,-4.36,-0.03,4.59,-6.51,6.67
F ,101785,75
L ,101785,106
F ,101787,72
L ,101787,107
I ,101814,0,3,1,3,0,3,1,0,0.5997,0.3726,-0.5955,0.3831,-0.9774,-0.0092,0.1042,-0.1832,8.22,-3.61,0.25,4.05,-7.09,6.71
F ,101814,77
I ,101825,0,3,1,3,0,3,1,0,0.6006,0.3693,-0.5981,0.3807,-0.9782,-0.0083,0.1054,-0.1787,7.98,-3.06,0.07,-1.24,-1.74,8.72
F ,101825,94
L ,101825,106
F ,101827,92
I ,101844,0,3,1,3,0,3,1,0,0.5999,0.367,-0.6016,0.3787,-0.9783,-0.005,0.1087,-0.1755,8.98,-2.8,1.17,0.66,-6.38,10.26
F ,101844,159
I ,101875,0,3,1,3,0,3,1,0,0.5952,0.3684,-0.6029,0.3826,-0.9778,-0.0006,0.1134,-0.1758,10.14,-0.87,4.9,0.88,-2.95,6.13
F ,101875,248
L ,101875,107
F ,101877,256
L ,101877,107
I ,101885,0,3,1,3,0,3,1,0,0.594,0.3681,-0.6027,0.3851,-0.9775,-0.0028,0.1165,-0.1756,10.89,-2.13,4.03,6.44,3.09,14.88
F ,101887,279
L ,101887,107
I ,101894,0,3,1,3,0,3,1,0,0.5926,0.3676,-0.6032,0.3869,-0.9769,-0.0047,0.1208,-0.1761,10.89,-2.13,4.03,6.44,3.09,14.88
F ,101897,317
L ,101897,107
I ,101914,0,3,1,3,0,3,1,0,0.5895,0.3679,-0.6047,0.3891,-0.9758,-0.0069,0.128,-0.1766,12.48,-1.58,-0.34,4.82,1.5,11.86
F ,101914,357
L ,101914,107
I ,101925,0,3,1,3,0,3,1,3,0.5867,0.3698,-0.6051,0.3908,-0.9755,-0.007,0.1311,-0.1763,8.97,0.54,2.86,6.51,-1.23,14.78
F ,101925,371
L ,101925,106
F ,101935,386
L ,101935,106
I ,101944,0,3,1,3,0,3,1,3,0.5803,0.3749,-0.6052,0.3953,-0.9752,-0.0068,0.1336,-0.1763,9.97,-2.68,-1.49,3.26,0.15,10.77
F ,101944,393
L ,101944,107
I ,101951,0,3,1,3,0,3,1,3,0.5765,0.3781,-0.6049,0.3983,-0.975,-0.0071,0.1344,-0.1763,7.11,-2.15,0.07,4.55,1.09,11.44
F ,101951,415
L ,101951,107
I ,101964,0,3,1,3,0,3,1,3,0.5718,0.3825,-0.6039,0.4024,-0.9751,-0.0072,0.1339,-0.1763,6.48,0.5,-0.49,1.89,0.07,7.78
F ,101964,450
L ,101964,107
I ,101975,0,3,1,3,0,3,1,3,0.5661,0.3876,-0.6031,0.4067,-0.9751,-0.0071,0.1339,-0.1764,11.1,3.1,-2.08,3.22,-0.46,10.21
F ,101975,472
L ,101975,106
I ,101985,0,3,1,3,0,3,1,3,0.5609,0.3921,-0.6022,0.4108,-0.9751,-0.0068,0.1338,-0.1765,8.46,2.67,-1.03,2.66,0.49,9.89
F ,101985,494
L ,101985,107
F ,101987,497
L ,101987,105
I ,102014,0,3,1,3,0,3,1,3,0.5521,0.3959,-0.6033,0.4176,-0.9752,-0.0041,0.1333,-0.1765,10.14,1.52,-1.76,2.66,-0.15,9.61
F ,102014,542
F ,102025,549
L ,102025,106
F ,102035,562
L ,769,789
I ,102064,0,3,1,3,0,3,1,3,0.5413,0.3946,-0.6093,0.4241,-0.9752,0.0018,0.1319,-0.1771,9.72,-1.51,-0.02,2.5,-0.68,9.81
F ,102064,575
L ,102064,107
I ,102075,0,3,1,3,0,3,1,3,0.5385,0.3953,-0.6098,0.4263,-0.9752,0.0028,0.1318,-0.1773,9.72,-1.39,-0.01,2.33,-0.81,9.43
F ,102075,579
L ,102075,106
I ,102112,0,3,1,3,0,3,1,3,0.5298,0.395,-0.6142,0.4311,-0.9752,0.0059,0.1314,-0.1777,9.81,-3.39,-0.63,2.33,-0.87,9.56
F ,102112,582
L ,102112,106
I ,102125,0,3,1,3,0,3,1,3,0.528,0.3947,-0.6155,0.4317,-0.9752,0.0062,0.1313,-0.1779,9.5,-2.16,-0.1,2.25,-0.67,9.34
F ,102125,579
L ,102125,107
L ,102127,107
I ,102135,0,3,1,3,0,3,1,3,0.5263,0.3947,-0.6166,0.4323,-0.9752,0.0063,0.1313,-0.1779,9.64,-1.84,-0.27,2.47,-0.52,9.68
F ,102135,581
I ,102145,0,3,1,3,0,3,1,3,0.5246,0.3947,-0.6177,0.4328,-0.9752,0.0063,0.1312,-0.1779,9.6,-1.33,-0.62,2.23,-0.56,9.39
F ,102145,522
I ,102185,0,3,1,3,0,3,1,3,0.5197,0.4071,-2.456,-0.9511,-0.5888,1.5621,0.9465,0.3331,-174.09,99.83,-304.64,-33.29,-189.41,-217.5
I ,102193,0,3,1,3,0,3,1,3,0.5192,0.3913,-0.6262,0.4299,-0.9751,0.0059,0.1317,-0.1779,9.61,-2.59,-0.07,33.31,-158.74,-5.13
I ,102212,0,3,1,3,0,3,1,3,0.5184,0.3887,-0.6305,0.4271,-0.975,0.0054,0.1321,-0.1778,10.28,-2.75,-1.44,2.25,-0.58,9.14
F ,102212,570
L ,102212,115
I ,102225,0,3,1,3,0,3,1,3,0.518,0.3877,-0.6323,0.4259,-0.975,0.0051,0.1323,-0.1778,9.19,-1.87,-0.74,2.25,-0.68,9.28
F ,102225,569
L ,102225,117
I ,102235,0,3,1,3,0,3,1,3,0.5175,0.3868,-0.6337,0.4251,-0.975,0.0048,0.1328,-0.1778,9.78,-1.12,-1.39,2.44,-0.54,9.47
F ,102235,568
L ,102235,118
F ,102237,567
L ,102237,118
L ,102251,120
I ,102264,0,3,1,3,0,3,1,3,0.5162,0.3844,-0.6378,0.4227,-0.9748,0.0042,0.134,-0.1778,9.75,-1.25,-1.83,2.41,-0.44,9.39
F ,102264,569
L ,102264,122
L ,102267,122
I ,102275,0,3,1,3,0,3,1,3,0.516,0.3834,-0.6393,0.4218,-0.9747,0.0042,0.1344,-0.1778,9.69,-1.54,-1.55,2.53,-0.61,9.52
F ,102275,568
I ,102293,0,3,1,3,0,3,1,3,0.5158,0.3811,-0.6421,0.4199,-0.9746,0.004,0.1353,-0.1778,9.6,-1.36,-1.3,2.53,-0.36,9.48
F ,102293,569
I ,102312,0,3,1,3,0,3,1,3,0.5157,0.3787,-0.6447,0.4182,-0.9746,0.004,0.136,-0.1779,9.61,-1.57,-1.27,2.47,-0.68,9.51
F ,102312,569
F ,102335,568
L ,102335,128
F ,102343,567
L ,102343,128
F ,102351,567
L ,102351,127
F ,102357,565
I ,102375,0,3,1,3,0,3,1,3,0.5156,0.3721,-0.651,0.4145,-0.9741,0.0027,0.1383,-0.1784,9.73,-1.27,-0.97,2.48,-0.46,9.38
F ,102375,564
I ,102385,0,3,1,3,0,3,1,3,0.5155,0.3713,-0.6517,0.4142,-0.9741,0.0025,0.1386,-0.1785,9.63,-1.55,-1.2,2.49,-0.46,9.42
F ,102385,561
I ,102393,0,3,1,3,0,3,1,3,0.5154,0.3703,-0.6526,0.4137,-0.974,0.0025,0.1387,-0.1785,9.56,-1.87,-1.21,2.5,-0.47,9.38
F ,102393,561
L ,102393,128
I ,102401,0,3,1,3,0,3,1,3,0.5155,0.3693,-0.6535,0.413,-0.974,0.0025,0.139,-0.1786,9.56,-1.87,-1.21,2.57,-0.5,9.46
F ,102420,9230
I ,102425,0,3,1,3,0,3,1,3,0.5156,0.3672,-0.6555,0.4116,-0.9739,0.0026,0.1394,-0.1787,9.52,-2.01,-0.99,2.53,-0.75,9.43
F ,102425,543
L ,102425,129
I ,102501,0,3,1,3,0,3,1,3,0.5186,0.3572,-0.6641,0.4028,-0.9736,0.0049,0.1416,-0.1788,9.42,-2.46,-2.56,4.0,258.56,-322.46
I ,102525,0,3,1,3,0,3,1,3,0.5258,0.3441,-0.6724,0.3909,-0.9734,0.0056,0.1425,-0.1788,9.52,-2.68,-0.31,2.57,-0.66,9.32
F ,102525,511
L ,102525,132
I ,102535,0,3,1,3,0,3,1,3,0.5262,0.3429,-0.6737,0.3891,-0.9733,0.0057,0.143,-0.1788,9.51,-2.14,-0.56,2.54,-0.63,9.42
F ,12386114,65472
F ,102543,2633
F ,102575,475
L ,102575,138
I ,102611,0,3,1,3,0,3,1,3,0.5374,0.3183,-0.6941,0.3577,-0.9727,0.0071,0.1475,-0.1785,9.31,-2.47,-0.5,2.58,-0.98,9.18
F ,102612,444
L ,102612,146
L ,102617,147
I ,102625,0,3,1,3,0,3,1,3,0.5373,0.3176,-0.6958,0.3551,-0.9726,0.0072,0.1482,-0.1786,9.23,-2.72,-0.01,2.67,-0.99,9.22
F ,102626,431
I ,102635,0,3,1,3,0,3,1,3,0.5372,0.3171,-0.6975,0.3525,-0.9725,0.0072,0.149,-0.1786,9.14,-2.67,0.18,2.8,-0.88,9.35
F ,102635,429
L ,102635,154
L ,102676,173
I ,102726,0,3,1,3,0,3,1,3,0.536,0.3034,-0.721,0.3173,-0.9702,0.0032,0.1637,-0.1782,9.38,-1.97,1.44,2.95,-0.68,9.64
F ,102726,236
I ,102735,0,3,1,3,0,3,1,3,0.5336,0.3051,-0.7229,0.3152,-0.9699,0.0022,0.1657,-0.1779,9.56,-1.34,1.64,2.93,-0.75,9.43
F ,102735,237
F ,102751,161
L ,102751,227
I ,102762,0,3,1,3,0,3,1,3,0.5289,0.3003,-0.7349,0.2994,-0.9696,0.0028,0.1695,-0.1765,9.51,0.38,2.27,2.8,-283.1,1.28
L ,102762,237
I ,102775,0,3,1,3,0,3,1,3,0.5257,0.3015,-0.7387,0.2949,-0.9696,0.0057,0.1701,-0.1757,9.51,-0.58,2.31,2.63,-0.46,9.42
F ,102775,107
L ,102776,3
I ,102801,0,3,1,3,0,3,1,3,0.5139,0.3031,-0.7531,0.277,-0.9692,0.0151,0.1762,-0.1709,10.43,-1.47,2.29,0.36,0.31,8.39
F ,102801,99
L ,102801,260
I ,102812,0,3,1,3,0,3,1,3,0.5121,0.2941,-0.7623,0.2646,-0.9686,0.0168,0.1809,-0.1693,11.42,-1.47,2.28,2.19,0.79,9.55
F ,102812,96
L ,102812,261
I ,102826,0,3,1,3,0,3,1,3,0.5062,0.2949,-0.768,0.2584,-0.9677,0.0181,0.1875,-0.1673,11.72,3.16,1.94,1.4,-0.23,8.92
F ,102826,99
L ,102826,261
I ,102835,0,3,1,3,0,3,1,3,0.4995,0.2963,-0.7739,0.2521,-0.9664,0.0187,0.1958,-0.1648,10.53,3.75,0.68,2.24,0.23,9.77
F ,102835,98
L ,102835,258
F ,102837,95
L ,102837,257
I ,102843,0,3,1,3,0,3,1,3,0.4924,0.2973,-0.7802,0.2456,-0.965,0.0186,0.2054,-0.1613,13.27,4.42,-1.97,1.65,-0.81,26.33
I ,102875,0,3,1,3,0,3,1,3,0.471,0.2845,-0.8061,0.2175,-0.9585,0.0148,0.2448,-0.1447,10.85,4.36,-4.8,4.36,-0.91,11.89
F ,102876,92
I ,102893,0,3,1,3,0,3,1,3,0.456,0.2761,-0.822,0.1997,-0.9519,0.0157,0.2782,-0.1275,10.43,3.21,-6.9,6.01,-0.8,13.06
F ,102893,68
L ,102893,181
L ,102907,168
I ,102913,0,3,1,3,0,3,1,3,0.4423,0.262,-0.8388,0.1785,-0.9432,0.0202,0.3145,-0.1049,10.3,2.27,-7.88,4.9,-2.21,13.81
I ,102925,0,3,1,3,0,3,1,3,0.4359,0.2532,-0.8472,0.1672,-0.9386,0.0233,0.3315,-0.0919,10.07,2.25,-9.75,7.9,0.5,14.35
F ,102925,89
L ,102926,153
I ,102935,0,3,1,3,0,3,1,3,0.4301,0.2437,-0.8551,0.1558,-0.9343,0.0284,0.3468,-0.0772,8.25,1.2,-10.06,7.94,2.3,13.3
F ,102935,93
L ,102935,150
I ,102943,0,3,1,3,0,3,1,3,0.4252,0.2333,-0.8624,0.1446,-0.9303,0.0358,0.3598,-0.0604,7.3,1.62,-9.28,8.39,0.64,13.3
F ,102943,93
I ,102976,0,3,1,3,0,3,1,3,0.4135,0.1987,-0.8814,0.1116,-0.9217,0.0567,0.3836,-0.0011,7.53,1.3,-9.82,3.39,-0.69,9.02
F ,102976,101
F ,102985,99
L ,102985,145
F ,102987,94
L ,102987,145
I ,103002,0,3,1,3,0,3,1,3,0.4105,0.1589,-0.8945,0.0765,-0.9164,0.061,0.3916,0.0548,5.71,1.11,-6.42,-0.6,-2.56,8.46
I ,103013,0,3,1,3,0,3,1,3,0.4111,0.1464,-0.8972,0.0663,-0.9151,0.0635,0.3917,0.0703,5.94,0.34,-7.55,-0.86,-3.86,8.22
F ,103013,100
L ,103013,145
I ,103025,0,3,1,3,0,3,1,3,0.4121,0.1345,-0.8992,0.0573,-0.914,0.067,0.3912,0.0834,6.84,-0.81,-7.9,-0.11,-4.94,9.64
F ,103025,99
L ,103025,145
I ,103035,0,3,1,3,0,3,1,3,0.4139,0.1238,-0.9004,0.0498,-0.9134,0.0712,0.3894,0.0939,6.69,-1.2,-7.44,-0.7,-4.25,9.72
F ,103035,98
L ,103035,145
F ,103037,94
L ,103037,145
L ,103052,145
F ,103093,95
I ,103113,0,3,1,3,0,3,1,3,0.4533,0.0734,-0.8869,0.0492,-0.9281,0.1083,0.3369,0.1151,7.17,1.55,-6.11,2.4,4.88,10.81
F ,103113,84
I ,103125,0,3,1,3,0,3,1,3,0.4615,0.0695,-0.8828,0.0515,-0.9313,0.1113,0.3264,0.1164,7.48,2.03,-5.88,2.56,4.98,10.86
F ,103125,82
L ,103125,145
L ,103127,144
I ,103135,0,3,1,3,0,3,1,3,0.4704,0.0655,-0.8783,0.0529,-0.9346,0.1138,0.3153,0.1187,7.57,2.07,-5.78,2.8,4.65,11.05
F ,103135,83
I ,103152,0,3,1,3,0,3,1,3,0.4902,0.0565,-0.8681,0.0534,-0.9409,0.1166,0.2916,0.126,7.88,1.86,-6.15,3.5,3.68,11.11
